SK_ID_CURR,TARGET
101237,0.156
101243,0.092
101244,0.192
101258,0.058
101259,0.21
101268,0.134
101269,0.07
101271,0.146
101279,0.082
101281,0.156
101287,0.1
101292,0.086
101294,0.078
101296,0.118
101297,0.064
101299,0.08
101301,0.104
101305,0.058
101308,0.084
101318,0.046
101327,0.178
101329,0.054
101332,0.088
101337,0.126
101343,0.032
101345,0.118
101346,0.076
101353,0.062
101354,0.132
101355,0.182
101356,0.052
101362,0.098
101363,0.258
101365,0.062
101366,0.12
101367,0.238
101368,0.084
101374,0.168
101380,0.072
101383,0.052
101398,0.066
101399,0.254
101401,0.178
101412,0.102
101426,0.11
101427,0.256
101428,0.19
101429,0.172
101434,0.102
101440,0.18
101448,0.114
101449,0.084
101465,0.1
101467,0.074
101472,0.116
101478,0.178
101497,0.12
101504,0.122
101547,0.086
101548,0.134
101555,0.12
101570,0.08
101572,0.12
101578,0.132
101580,0.13
101588,0.156
101602,0.064
101610,0.16
101614,0.176
101616,0.124
101643,0.078
101644,0.126
101649,0.144
101650,0.122
101665,0.036
101667,0.184
101669,0.182
101674,0.146
101675,0.05
101678,0.092
101682,0.084
101686,0.136
101697,0.276
101700,0.152
101711,0.114
101714,0.106
101715,0.198
101728,0.142
101732,0.062
101757,0.128
101758,0.072
101759,0.086
101762,0.078
101764,0.032
101780,0.248
101784,0.066
101789,0.088
101816,0.09
101819,0.076
101827,0.016
101863,0.102
101867,0.146
101870,0.062
101873,0.202
101878,0.144
101879,0.152
101880,0.084
101887,0.162
101897,0.114
101901,0.108
101903,0.194
101920,0.08
101921,0.098
101922,0.12
101961,0.236
101962,0.092
101971,0.1
101976,0.206
102002,0.086
102005,0.132
102007,0.256
102017,0.052
102019,0.174
102029,0.052
102051,0.168
102052,0.03
102054,0.1
102062,0.128
102067,0.124
102068,0.13
102070,0.13
102090,0.082
102092,0.118
102099,0.106
102100,0.104
102112,0.12
102113,0.082
102122,0.212
102123,0.112
102125,0.118
102126,0.256
102146,0.082
102147,0.11
102151,0.076
102158,0.184
102159,0.07
102162,0.136
102165,0.126
102166,0.02
102174,0.082
102193,0.188
102198,0.13
102205,0.162
102206,0.058
102218,0.124
102221,0.088
102230,0.138
102238,0.09
102248,0.11
102252,0.224
102259,0.158
102262,0.162
102273,0.096
102286,0.118
102293,0.028
102294,0.124
102296,0.13
102298,0.106
102303,0.106
102309,0.112
102315,0.08
102340,0.096
102342,0.132
102344,0.054
102346,0.148
102347,0.142
102374,0.176
102380,0.072
102387,0.176
102393,0.074
102403,0.066
102413,0.086
102414,0.1
102415,0.088
102416,0.146
102439,0.086
102441,0.114
102443,0.042
102444,0.128
102445,0.14
102448,0.134
102449,0.094
102450,0.188
102456,0.072
102458,0.14
102459,0.056
102465,0.042
102470,0.156
102471,0.136
102475,0.126
102476,0.17
102506,0.172
102509,0.062
102519,0.148
102522,0.08
102545,0.092
102549,0.126
102562,0.046
102563,0.06
102568,0.136
102582,0.096
102592,0.074
102597,0.118
102605,0.08
102614,0.086
102617,0.218
102634,0.134
102652,0.05
102655,0.052
102671,0.078
102694,0.118
102701,0.066
102703,0.042
102704,0.044
102713,0.076
102720,0.148
102731,0.082
102733,0.066
102749,0.124
102755,0.084
102763,0.118
102770,0.156
102772,0.16
102799,0.242
102838,0.112
102854,0.136
102862,0.098
102863,0.056
102867,0.072
102868,0.108
102878,0.102
102887,0.05
102898,0.146
102904,0.146
102912,0.086
102919,0.05
102927,0.12
102932,0.072
102933,0.076
102935,0.042
102958,0.096
102969,0.108
102971,0.112
102975,0.106
102979,0.082
102982,0.056
102987,0.15
102989,0.164
102995,0.11
102996,0.114
103000,0.108
103001,0.184
103004,0.122
103010,0.07
103025,0.18
103029,0.086
103046,0.122
103056,0.08
103062,0.196
103078,0.108
103083,0.11
103092,0.048
103096,0.108
103097,0.278
103102,0.202
103112,0.15
103132,0.044
103144,0.118
103145,0.122
103146,0.056
103147,0.164
103158,0.082
103171,0.126
103173,0.144
103184,0.074
103195,0.152
103196,0.142
103206,0.04
103230,0.1
103231,0.194
103232,0.054
103239,0.138
103240,0.14
103243,0.098
103252,0.236
103258,0.1
103259,0.21
103279,0.118
103280,0.07
103286,0.058
103287,0.28
103290,0.088
103298,0.124
103315,0.054
103319,0.108
103334,0.17
103336,0.178
103345,0.128
103368,0.056
103371,0.172
103377,0.168
103398,0.014
103404,0.078
103408,0.216
103410,0.096
103418,0.076
103420,0.224
103432,0.156
103433,0.06
103436,0.08
103440,0.138
103453,0.052
103459,0.156
103460,0.112
103461,0.064
103462,0.12
103473,0.138
103474,0.062
103475,0.184
103478,0.144
103480,0.134
103484,0.06
103494,0.134
103513,0.224
103515,0.088
103516,0.274
103525,0.18
103541,0.272
103544,0.044
103562,0.17
103570,0.29
103572,0.16
103574,0.068
103575,0.114
103591,0.1
103594,0.108
103609,0.08
103613,0.084
103614,0.182
103615,0.088
103624,0.136
103625,0.182
103628,0.216
103629,0.036
103647,0.098
103648,0.164
103651,0.104
103658,0.05
103668,0.098
103669,0.082
103676,0.16
103682,0.08
103683,0.154
103689,0.072
103725,0.11
103733,0.14
103744,0.082
103762,0.114
103771,0.232
103773,0.058
103783,0.064
103784,0.126
103808,0.028
103812,0.11
103813,0.21
103814,0.112
103818,0.12
103824,0.078
103828,0.028
103830,0.09
103840,0.062
103842,0.136
103847,0.208
103848,0.112
103851,0.078
103854,0.186
103857,0.238
103861,0.064
103862,0.152
103865,0.106
103870,0.058
103876,0.068
103891,0.278
103908,0.112
103914,0.126
103918,0.142
103940,0.106
103963,0.146
103966,0.16
103971,0.172
103980,0.168
103984,0.122
103985,0.114
103998,0.224
104019,0.044
104026,0.142
104035,0.152
104044,0.118
104045,0.046
104047,0.116
104051,0.07
104058,0.06
104063,0.072
104066,0.154
104087,0.11
104089,0.078
104095,0.146
104098,0.17
104104,0.08
104110,0.24
104120,0.102
104122,0.066
104131,0.128
104132,0.128
104135,0.054
104136,0.082
104149,0.138
104150,0.066
104156,0.156
104165,0.19
104175,0.078
104179,0.184
104184,0.17
104206,0.072
104216,0.198
104230,0.154
104257,0.112
104272,0.092
104273,0.114
104278,0.162
104294,0.154
104295,0.08
104297,0.124
104298,0.086
104308,0.068
104318,0.022
104319,0.15
104320,0.216
104327,0.1
104334,0.144
104344,0.09
104350,0.05
104351,0.17
104354,0.092
104369,0.152
104376,0.134
104381,0.114
104384,0.116
104391,0.07
104394,0.116
104398,0.282
104402,0.074
104408,0.19
104409,0.042
104410,0.236
104412,0.1
104417,0.174
104424,0.14
104426,0.094
104435,0.088
104445,0.098
104458,0.082
104460,0.08
104466,0.052
104472,0.06
104473,0.102
104479,0.046
104480,0.126
104482,0.16
104499,0.068
104501,0.052
104502,0.046
104506,0.112
104510,0.086
104512,0.194
104520,0.16
104528,0.118
104529,0.072
104541,0.1
104578,0.1
104584,0.158
104588,0.166
104602,0.172
104610,0.076
104611,0.146
104618,0.134
104620,0.032
104622,0.096
104624,0.13
104625,0.126
104634,0.098
104639,0.122
104646,0.118
104647,0.102
104652,0.078
104670,0.106
104677,0.052
104685,0.138
104691,0.124
104696,0.128
104699,0.042
104712,0.128
104714,0.078
104717,0.106
104718,0.082
104740,0.074
104741,0.064
104743,0.07
104744,0.102
104747,0.186
104767,0.12
104772,0.22
104776,0.168
104779,0.032
104814,0.084
104815,0.062
104830,0.152
104831,0.18
104833,0.156
104839,0.096
104840,0.044
104860,0.184
104861,0.092
104866,0.122
104870,0.05
104877,0.092
104878,0.044
104879,0.042
104880,0.15
104899,0.096
104906,0.124
104907,0.084
104913,0.192
104916,0.138
104921,0.15
104930,0.122
104931,0.128
104936,0.034
104937,0.112
104942,0.062
104943,0.058
104969,0.108
104972,0.208
104988,0.124
105013,0.116
105015,0.12
105019,0.066
105027,0.098
105030,0.14
105035,0.284
105041,0.072
105051,0.186
105056,0.174
105067,0.358
105071,0.096
105072,0.098
105074,0.13
105091,0.16
105101,0.088
105103,0.048
105134,0.096
105139,0.07
105142,0.15
105146,0.136
105163,0.066
105168,0.174
105172,0.11
105176,0.212
105195,0.066
105196,0.224
105197,0.036
105203,0.132
105223,0.158
105227,0.238
105228,0.058
105230,0.234
105231,0.276
105239,0.068
105242,0.156
105244,0.112
105245,0.062
105248,0.106
105249,0.118
105266,0.128
105271,0.16
105276,0.124
105282,0.106
105292,0.214
105297,0.054
105332,0.08
105333,0.134
105343,0.052
105344,0.166
105345,0.126
105357,0.062
105359,0.116
105366,0.088
105367,0.122
105370,0.106
105377,0.064
105390,0.122
105399,0.058
105403,0.086
105404,0.11
105414,0.074
105417,0.094
105425,0.118
105452,0.144
105454,0.17
105456,0.154
105470,0.058
105471,0.074
105483,0.098
105493,0.19
105508,0.154
105514,0.108
105515,0.026
105528,0.252
105529,0.046
105531,0.09
105532,0.084
105558,0.036
105574,0.066
105578,0.034
105584,0.222
105595,0.13
105617,0.188
105618,0.12
105621,0.1
105625,0.09
105629,0.068
105630,0.12
105634,0.082
105635,0.09
105641,0.126
105647,0.158
105648,0.058
105655,0.094
105657,0.082
105672,0.15
105678,0.166
105682,0.138
105691,0.112
105692,0.098
105706,0.128
105712,0.12
105720,0.038
105734,0.088
105735,0.07
105736,0.126
105737,0.044
105738,0.122
105740,0.184
105744,0.088
105747,0.13
105749,0.134
105754,0.154
105758,0.112
105760,0.14
105767,0.092
105784,0.108
105791,0.088
105802,0.104
105807,0.2
105809,0.154
105816,0.1
105817,0.102
105824,0.154
105832,0.082
105856,0.172
105865,0.072
105899,0.2
105906,0.042
105916,0.104
105923,0.068
105937,0.15
105965,0.054
105966,0.114
105968,0.112
105973,0.074
105976,0.126
105978,0.114
105979,0.078
105991,0.108
105998,0.136
105999,0.072
106000,0.208
106001,0.112
106010,0.118
106011,0.154
106013,0.16
106015,0.104
106026,0.104
106032,0.106
106035,0.146
106040,0.144
106041,0.166
106044,0.062
106053,0.206
106054,0.104
106065,0.182
106081,0.092
106083,0.096
106087,0.094
106090,0.118
106101,0.082
106102,0.08
106109,0.126
106116,0.094
106150,0.122
106155,0.206
106166,0.062
106176,0.136
106189,0.07
106199,0.164
106205,0.166
106206,0.198
106211,0.172
106214,0.088
106216,0.136
106217,0.114
106225,0.078
106249,0.108
106256,0.112
106258,0.062
106261,0.066
106262,0.204
106264,0.066
106271,0.046
106276,0.048
106277,0.14
106286,0.2
106293,0.078
106295,0.108
106296,0.132
106297,0.146
106298,0.136
106311,0.07
106314,0.2
106320,0.13
106334,0.15
106346,0.138
106347,0.038
106349,0.092
106354,0.074
106360,0.074
106373,0.182
106377,0.12
106386,0.2
106387,0.072
106391,0.076
106401,0.186
106411,0.096
106413,0.23
106426,0.144
106427,0.124
106428,0.138
106434,0.092
106438,0.164
106440,0.144
106441,0.078
106452,0.162
106453,0.112
106454,0.094
106457,0.162
106484,0.146
106488,0.2
106491,0.16
106514,0.116
106527,0.108
106528,0.154
106529,0.066
106534,0.146
106550,0.132
106577,0.13
106585,0.16
106590,0.068
106607,0.104
106610,0.14
106611,0.156
106612,0.136
106624,0.07
106631,0.03
106647,0.208
106660,0.158
106674,0.08
106687,0.136
106712,0.08
106713,0.088
106717,0.08
106720,0.138
106721,0.178
106724,0.142
106735,0.19
106739,0.07
106740,0.148
106754,0.116
106760,0.234
106761,0.132
106784,0.176
106787,0.1
106797,0.028
106798,0.09
106802,0.288
106803,0.118
106804,0.198
106805,0.142
106810,0.15
106812,0.144
106813,0.164
106817,0.166
106822,0.076
106823,0.102
106827,0.082
106841,0.076
106851,0.218
106852,0.08
106853,0.188
106854,0.274
106861,0.152
106873,0.118
106877,0.096
106878,0.09
106881,0.122
106900,0.07
106906,0.056
106907,0.136
106914,0.128
106916,0.104
106924,0.094
106931,0.058
106936,0.114
106937,0.262
106938,0.06
106939,0.156
106943,0.104
106944,0.188
106967,0.052
106980,0.112
106986,0.126
106987,0.106
106990,0.086
107013,0.076
107023,0.07
107033,0.1
107037,0.146
107048,0.088
107071,0.096
107081,0.048
107113,0.226
107130,0.126
107131,0.142
107145,0.184
107156,0.184
107219,0.124
107222,0.124
107223,0.274
107232,0.194
107245,0.166
107246,0.064
107247,0.162
107256,0.048
107259,0.108
107260,0.03
107279,0.174
107280,0.118
107281,0.112
107285,0.082
107329,0.044
107337,0.174
107349,0.1
107350,0.13
107351,0.05
107359,0.19
107391,0.144
107394,0.16
107395,0.048
107406,0.056
107416,0.106
107417,0.1
107418,0.098
107419,0.126
107444,0.022
107445,0.102
107446,0.096
107460,0.162
107470,0.108
107475,0.08
107520,0.114
107526,0.182
107527,0.098
107530,0.074
107532,0.15
107534,0.108
107535,0.1
107554,0.278
107556,0.056
107559,0.18
107561,0.076
107564,0.108
107566,0.104
107571,0.082
107590,0.156
107602,0.184
107625,0.112
107626,0.21
107635,0.054
107636,0.082
107645,0.082
107652,0.154
107655,0.13
107668,0.144
107670,0.084
107677,0.064
107680,0.236
107683,0.17
107684,0.102
107691,0.128
107692,0.08
107703,0.06
107709,0.05
107710,0.154
107721,0.182
107725,0.114
107727,0.116
107739,0.046
107740,0.104
107741,0.174
107747,0.108
107765,0.19
107768,0.08
107775,0.178
107782,0.182
107790,0.036
107801,0.146
107807,0.094
107811,0.114
107817,0.112
107826,0.07
107838,0.166
107839,0.048
107843,0.128
107847,0.05
107849,0.128
107850,0.098
107867,0.148
107871,0.086
107908,0.066
107913,0.084
107927,0.096
107931,0.104
107955,0.082
107962,0.066
107977,0.13
107978,0.138
107993,0.06
108010,0.178
108016,0.128
108018,0.218
108027,0.194
108045,0.186
108069,0.14
108082,0.08
108089,0.082
108092,0.106
108106,0.17
108112,0.094
108120,0.194
108122,0.332
108135,0.144
108170,0.078
108171,0.136
108177,0.07
108180,0.096
108183,0.08
108184,0.06
108185,0.08
108192,0.11
108195,0.13
108196,0.13
108218,0.098
108219,0.22
108243,0.068
108249,0.068
108251,0.126
108274,0.174
108280,0.242
108289,0.122
108292,0.154
108295,0.114
108327,0.108
108332,0.134
108346,0.11
108349,0.11
108353,0.166
108362,0.144
108363,0.112
108377,0.184
108378,0.108
108381,0.062
108383,0.206
108390,0.116
108407,0.042
108408,0.102
108411,0.1
108412,0.108
108419,0.094
108436,0.216
108437,0.206
108438,0.118
108441,0.14
108448,0.088
108449,0.08
108466,0.064
108467,0.126
108473,0.146
108474,0.102
108476,0.098
108479,0.13
108486,0.05
108493,0.118
108501,0.04
108506,0.214
108510,0.142
108511,0.15
108514,0.078
108517,0.054
108519,0.046
108522,0.09
108548,0.17
108554,0.138
108555,0.15
108559,0.082
108562,0.116
108571,0.076
108572,0.04
108579,0.116
108583,0.062
108584,0.022
108592,0.088
108602,0.064
108609,0.078
108613,0.112
108616,0.146
108618,0.078
108620,0.04
108643,0.048
108649,0.03
108654,0.142
108655,0.066
108656,0.12
108667,0.068
108668,0.146
108682,0.134
108690,0.064
108691,0.192
108692,0.168
108695,0.182
108699,0.154
108710,0.17
108718,0.132
108739,0.154
108740,0.094
108741,0.04
108742,0.084
108763,0.09
108767,0.18
108769,0.182
108779,0.2
108788,0.092
108801,0.112
108802,0.09
108810,0.11
108811,0.114
108813,0.066
108814,0.202
108825,0.1
108826,0.166
108830,0.192
108834,0.066
108852,0.088
108887,0.186
108901,0.166
108908,0.074
108910,0.124
108920,0.116
108922,0.088
108929,0.178
108930,0.126
108937,0.166
108938,0.064
108943,0.22
108948,0.126
108953,0.102
108956,0.136
108965,0.108
108985,0.176
108986,0.138
108987,0.066
108990,0.06
108991,0.078
108993,0.2
109000,0.108
109001,0.148
109012,0.25
109014,0.094
109015,0.196
109021,0.106
109037,0.082
109042,0.17
109044,0.108
109046,0.32
109064,0.054
109084,0.106
109086,0.126
109092,0.104
109093,0.17
109100,0.13
109101,0.082
109110,0.082
109114,0.12
109126,0.092
109152,0.078
109162,0.122
109167,0.09
109168,0.188
109169,0.066
109179,0.198
109184,0.102
109191,0.11
109192,0.116
109193,0.082
109196,0.076
109206,0.104
109210,0.058
109244,0.104
109249,0.09
109273,0.084
109276,0.132
109281,0.1
109287,0.09
109297,0.132
109298,0.112
109306,0.098
109309,0.14
109321,0.26
109328,0.168
109336,0.09
109342,0.128
109346,0.062
109347,0.13
109348,0.176
109362,0.116
109363,0.078
109367,0.086
109370,0.074
109393,0.194
109405,0.064
109413,0.122
109414,0.202
109421,0.068
109427,0.09
109428,0.084
109429,0.214
109437,0.056
109443,0.11
109461,0.128
109468,0.134
109469,0.066
109471,0.166
109479,0.118
109484,0.07
109501,0.116
109505,0.104
109535,0.104
109539,0.08
109544,0.12
109545,0.056
109551,0.17
109553,0.084
109555,0.11
109561,0.114
109580,0.062
109583,0.184
109593,0.15
109604,0.132
109620,0.102
109635,0.068
109637,0.246
109638,0.174
109642,0.1
109649,0.186
109652,0.14
109656,0.078
109663,0.05
109696,0.144
109700,0.218
109709,0.186
109735,0.1
109740,0.082
109741,0.126
109749,0.12
109764,0.072
109771,0.14
109772,0.06
109773,0.162
109798,0.162
109802,0.164
109804,0.112
109813,0.176
109818,0.126
109848,0.16
109850,0.04
109851,0.064
109855,0.084
109871,0.16
109877,0.118
109883,0.048
109886,0.076
109905,0.128
109936,0.25
109950,0.146
109958,0.092
109959,0.086
109969,0.06
109971,0.062
109984,0.068
109985,0.234
109988,0.128
109992,0.168
110005,0.21
110009,0.08
110011,0.154
110014,0.074
110026,0.068
110042,0.118
110058,0.04
110069,0.102
110080,0.054
110087,0.134
110091,0.058
110094,0.062
110098,0.16
110105,0.13
110117,0.11
110136,0.152
110138,0.174
110149,0.13
110164,0.142
110202,0.18
110212,0.08
110226,0.056
110236,0.094
110249,0.048
110257,0.134
110258,0.078
110277,0.06
110282,0.09
110284,0.07
110286,0.134
110289,0.058
110304,0.114
110319,0.144
110324,0.168
110326,0.08
110335,0.146
110337,0.124
110338,0.026
110343,0.052
110345,0.068
110347,0.118
110355,0.046
110359,0.11
110360,0.1
110364,0.11
110371,0.176
110372,0.062
110376,0.134
110379,0.132
110380,0.076
110393,0.116
110401,0.224
110406,0.068
110411,0.1
110416,0.03
110420,0.032
110443,0.1
110465,0.052
110468,0.096
110469,0.142
110471,0.154
110487,0.202
110491,0.16
110504,0.126
110547,0.084
110550,0.036
110559,0.17
110578,0.194
110582,0.156
110590,0.078
110598,0.21
110601,0.16
110602,0.07
110604,0.124
110625,0.174
110626,0.264
110636,0.15
110637,0.086
110638,0.1
110646,0.13
110648,0.06
110652,0.136
110681,0.138
110682,0.108
110687,0.182
110691,0.09
110694,0.102
110695,0.114
110696,0.106
110708,0.074
110710,0.03
110717,0.128
110730,0.106
110740,0.142
110742,0.082
110747,0.052
110761,0.08
110766,0.092
110769,0.094
110774,0.076
110803,0.074
110805,0.102
110809,0.218
110827,0.152
110832,0.126
110839,0.168
110859,0.128
110861,0.022
110863,0.206
110865,0.16
110881,0.158
110889,0.052
110891,0.068
110894,0.11
110895,0.104
110907,0.25
110914,0.15
110933,0.066
110934,0.076
110937,0.11
110953,0.05
110954,0.104
110958,0.23
110970,0.17
110974,0.092
110977,0.2
110989,0.034
110993,0.192
110994,0.24
111018,0.106
111019,0.108
111030,0.124
111032,0.158
111041,0.146
111045,0.108
111048,0.126
111052,0.114
111070,0.25
111084,0.188
111091,0.136
111104,0.074
111108,0.096
111112,0.082
111127,0.104
111142,0.09
111146,0.154
111165,0.108
111168,0.072
111169,0.276
111172,0.04
111173,0.042
111174,0.112
111175,0.142
111176,0.114
111177,0.118
111180,0.11
111182,0.128
111192,0.066
111194,0.086
111196,0.162
111197,0.126
111198,0.064
111205,0.088
111207,0.098
111222,0.048
111228,0.052
111233,0.122
111256,0.036
111258,0.064
111262,0.106
111263,0.07
111267,0.066
111269,0.088
111276,0.082
111277,0.194
111279,0.104
111290,0.096
111294,0.11
111295,0.116
111315,0.174
111318,0.104
111327,0.108
111328,0.168
111332,0.132
111338,0.026
111343,0.18
111344,0.132
111345,0.314
111347,0.102
111356,0.09
111359,0.086
111367,0.048
111368,0.046
111391,0.182
111408,0.066
111412,0.166
111419,0.196
111422,0.078
111423,0.14
111439,0.078
111452,0.25
111456,0.084
111467,0.132
111478,0.22
111482,0.106
111488,0.194
111503,0.13
111510,0.05
111512,0.05
111518,0.114
111532,0.154
111537,0.04
111541,0.16
111544,0.162
111550,0.114
111554,0.118
111560,0.254
111566,0.146
111567,0.192
111592,0.072
111618,0.188
111620,0.1
111627,0.098
111641,0.158
111646,0.186
111652,0.084
111657,0.11
111664,0.128
111665,0.07
111669,0.108
111673,0.044
111687,0.13
111688,0.056
111689,0.066
111694,0.126
111695,0.116
111698,0.112
111703,0.082
111709,0.046
111712,0.038
111715,0.114
111724,0.12
111730,0.092
111747,0.086
111760,0.102
111761,0.086
111763,0.052
111776,0.094
111777,0.066
111781,0.082
111793,0.126
111804,0.23
111810,0.172
111816,0.08
111818,0.138
111830,0.132
111832,0.11
111841,0.086
111842,0.178
111843,0.116
111846,0.14
111848,0.198
111856,0.062
111857,0.058
111877,0.076
111882,0.082
111883,0.216
111891,0.072
111893,0.066
111901,0.046
111912,0.098
111913,0.078
111955,0.052
111958,0.034
111960,0.094
111967,0.128
112000,0.17
112003,0.17
112015,0.216
112019,0.248
112020,0.088
112028,0.112
112029,0.154
112031,0.094
112039,0.072
112042,0.05
112049,0.082
112052,0.192
112054,0.056
112055,0.104
112063,0.162
112070,0.182
112071,0.098
112080,0.054
112083,0.084
112085,0.09
112089,0.18
112098,0.188
112100,0.062
112105,0.13
112124,0.074
112126,0.1
112127,0.088
112128,0.098
112148,0.078
112149,0.116
112165,0.16
112170,0.09
112171,0.094
112176,0.13
112186,0.08
112199,0.106
112203,0.116
112214,0.124
112215,0.052
112216,0.128
112224,0.088
112225,0.118
112231,0.294
112234,0.13
112235,0.086
112236,0.092
112254,0.132
112265,0.102
112271,0.1
112284,0.098
112287,0.192
112295,0.194
112303,0.156
112307,0.166
112310,0.086
112312,0.154
112313,0.036
112326,0.164
112333,0.092
112334,0.076
112339,0.09
112347,0.082
112350,0.194
112356,0.122
112357,0.122
112359,0.156
112360,0.064
112371,0.166
112385,0.116
112392,0.092
112401,0.154
112405,0.154
112414,0.134
112429,0.132
112448,0.034
112467,0.162
112468,0.096
112469,0.184
112491,0.114
112500,0.146
112510,0.236
112535,0.118
112537,0.114
112551,0.14
112552,0.12
112556,0.144
112577,0.228
112590,0.152
112593,0.06
112596,0.184
112601,0.088
112604,0.132
112622,0.094
112655,0.13
112663,0.04
112667,0.084
112670,0.09
112676,0.098
112677,0.078
112679,0.084
112683,0.06
112688,0.078
112692,0.102
112696,0.182
112702,0.104
112709,0.092
112720,0.096
112735,0.042
112738,0.054
112742,0.046
112748,0.052
112749,0.096
112766,0.126
112767,0.054
112769,0.128
112771,0.148
112775,0.144
112794,0.182
112795,0.034
112796,0.136
112815,0.098
112817,0.118
112821,0.184
112822,0.116
112829,0.158
112831,0.218
112835,0.046
112838,0.11
112842,0.086
112844,0.174
112845,0.028
112846,0.068
112847,0.074
112867,0.146
112868,0.074
112874,0.07
112879,0.052
112882,0.108
112886,0.148
112895,0.09
112896,0.162
112902,0.148
112904,0.068
112917,0.246
112932,0.17
112944,0.096
112946,0.154
112947,0.066
112948,0.118
112966,0.192
112967,0.078
112971,0.16
112973,0.196
112974,0.068
112978,0.112
112988,0.064
112992,0.29
113003,0.154
113004,0.144
113007,0.202
113020,0.174
113025,0.184
113032,0.078
113042,0.184
113047,0.074
113066,0.054
113067,0.226
113071,0.124
113087,0.142
113108,0.06
113109,0.052
113123,0.094
113128,0.264
113134,0.182
113151,0.13
113175,0.168
113181,0.048
113188,0.182
113191,0.116
113193,0.17
113201,0.14
113209,0.074
113222,0.118
113248,0.012
113272,0.08
113276,0.066
113287,0.046
113302,0.056
113308,0.192
113316,0.216
113318,0.136
113320,0.068
113322,0.166
113325,0.22
113326,0.27
113332,0.122
113346,0.256
113352,0.1
113361,0.048
113362,0.038
113365,0.1
113366,0.044
113368,0.11
113382,0.062
113385,0.154
113390,0.174
113391,0.098
113393,0.106
113396,0.152
113397,0.16
113402,0.074
113403,0.082
113405,0.146
113406,0.09
113410,0.248
113413,0.1
113418,0.098
113419,0.172
113435,0.246
113438,0.182
113447,0.056
113458,0.156
113466,0.094
113475,0.118
113482,0.118
113490,0.088
113505,0.142
113508,0.162
113520,0.106
113532,0.11
113535,0.13
113549,0.122
113557,0.166
113558,0.092
113561,0.068
113566,0.048
113569,0.14
113574,0.056
113576,0.244
113577,0.106
113585,0.142
113587,0.17
113599,0.154
113601,0.15
113602,0.112
113605,0.09
113609,0.178
113611,0.126
113616,0.064
113627,0.294
113631,0.188
113643,0.128
113652,0.15
113657,0.084
113659,0.034
113672,0.148
113680,0.086
113692,0.132
113694,0.094
113695,0.19
113701,0.098
113733,0.06
113738,0.142
113740,0.12
113742,0.036
113777,0.092
113783,0.104
113788,0.094
113789,0.092
113791,0.146
113795,0.17
113799,0.128
113805,0.046
113820,0.084
113822,0.084
113824,0.052
113829,0.098
113832,0.024
113833,0.126
113841,0.09
113849,0.086
113862,0.226
113863,0.184
113864,0.082
113870,0.066
113875,0.07
113882,0.086
113887,0.084
113894,0.088
113909,0.05
113930,0.156
113936,0.142
113939,0.12
113942,0.156
113943,0.146
113945,0.192
113947,0.108
113950,0.062
113951,0.24
113957,0.1
113966,0.204
113967,0.126
113977,0.156
113984,0.144
113986,0.062
113992,0.072
113998,0.058
113999,0.166
114003,0.11
